delay,freq,condition,thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.rt,key_resp.duration,textbox.text,button.numClicks,button.timesOn,button.timesOff,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,trial.started,fixation.started,polygon.started,key_resp.started,fixation.stopped,trial.stopped,trials.key_resp.keys,trials.key_resp.rt,trials.key_resp.duration,beep.started,sound_1.started,sound_1.stopped,beep.stopped,response.started,text.started,textbox.started,button.started,response.stopped,trials.textbox.text,trials.button.numClicks,trials.button.timesOn,trials.button.timesOff,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
0.7,1000,exp,80,8,6,space,0.49519359999976587,None,8,1,[3.436600400003954],[3.4366120000049705],6,8,80,8,374.5958236000006,,374.5821314000059,374.5958236000006,375.5950274000061,375.5950274000061,375.5950274000061,376.0955948000046,space,0.49519359999976587,None,376.0966993000038,376.81081576666134,377.1215082999988,377.10858869999356,377.109214600001,377.1215082999988,377.1215082999988,377.1215082999988,380.55842620000476,8,1,[3.436600400003954],[3.4366120000049705],MMM,001,2025-11-13_20h43.13.729,intentional binding,,2025.1.1,60.062152313005356,2025-11-13 20h43.27.408791 +0530,
0.1,1000,exp,81,9,6,space,0.4267768999998225,None,,1,[0.36278380001022015],[0.3627985000057379],6,9,81,9,380.57449919999635,,380.5589659999969,380.57449919999635,381.57396520000475,381.57396520000475,381.57396520000475,382.0076678000041,space,0.4267768999998225,None,382.0088206999935,382.1234231666642,382.42865089999395,382.41817309999897,382.4188334999926,382.42865089999395,382.42865089999395,382.42865089999395,382.79191260000516,,1,[0.36278380001022015],[0.3627985000057379],MMM,001,2025-11-13_20h43.13.729,intentional binding,,2025.1.1,60.062152313005356,2025-11-13 20h43.27.408791 +0530,
0.4,1000,exp,82,10,6,space,0.6587216000043554,None,4,1,[1.9770969999954104],[1.9771042999927886],6,10,82,10,382.80589319999854,,382.79234119999455,382.80589319999854,383.80506559999776,383.80506559999776,383.80506559999776,384.47235979999823,space,0.6587216000043554,None,384.473464900002,384.8877949666678,385.19244790000084,385.179951099999,385.18156149999413,385.19244790000084,385.19244790000084,385.19244790000084,387.1698323000019,4,1,[1.9770969999954104],[1.9771042999927886],MMM,001,2025-11-13_20h43.13.729,intentional binding,,2025.1.1,60.062152313005356,2025-11-13 20h43.27.408791 +0530,
0.7,1000,exp,83,11,6,space,0.24141669999517035,None,2,1,[1.2428349999972852],[1.2428436000045622],6,11,83,11,387.1862239000038,,387.1700034999958,387.1862239000038,388.18485249999503,388.18485249999503,388.20137579999573,388.4350650999986,space,0.24141669999517035,None,388.43609950000246,389.1504735666715,389.45694340000045,389.44953579999856,389.4509973999957,389.45694340000045,389.45694340000045,389.45694340000045,390.70005699999456,2,1,[1.2428349999972852],[1.2428436000045622],MMM,001,2025-11-13_20h43.13.729,intentional binding,,2025.1.1,60.062152313005356,2025-11-13 20h43.27.408791 +0530,
0.1,400,unexp,84,0,7,space,0.6187574999930803,None,3,1,[2.6530798000021605],[2.6530913000024157],7,0,84,0,390.71638100000564,,390.70026480000524,390.71638100000564,391.71533289999934,391.71533289999934,391.7323225,392.34894989999884,space,0.6187574999930803,None,392.3496656000061,392.46448456666644,392.7776931999979,392.7605060999922,392.76106920000166,392.7776931999979,392.7776931999979,392.7776931999979,395.43114519999654,3,1,[2.6530798000021605],[2.6530913000024157],MMM,001,2025-11-13_20h43.13.729,intentional binding,,2025.1.1,60.062152313005356,2025-11-13 20h43.27.408791 +0530,
0.4,400,unexp,85,1,7,space,0.39227319999190513,None,2,1,[3.5331622999947285],[3.5331719999958295],7,1,85,1,395.44527939999534,,395.4314058000018,395.44527939999534,396.445052199997,396.445052199997,396.445052199997,396.844938299997,space,0.39227319999190513,None,396.846000000005,397.2446443666597,397.56018450000556,397.546620299996,397.5473054000031,397.56018450000556,397.56018450000556,397.56018450000556,401.0936911000026,2,1,[3.5331622999947285],[3.5331719999958295],MMM,001,2025-11-13_20h43.13.729,intentional binding,,2025.1.1,60.062152313005356,2025-11-13 20h43.27.408791 +0530,
0.7,400,unexp,86,2,7,space,0.5252755999972578,None,4,1,[0.7425677999999607],[0.7426009000046179],7,2,86,2,401.1074069000024,,401.09399850000045,401.1074069000024,402.10703840000497,402.10703840000497,402.10703840000497,402.6402243000048,space,0.5252755999972578,None,402.6412551999965,403.3556582666681,403.66518429999996,403.65827010000066,403.65858339999977,403.66518429999996,403.66518429999996,403.66518429999996,404.40834340000583,4,1,[0.7425677999999607],[0.7426009000046179],MMM,001,2025-11-13_20h43.13.729,intentional binding,,2025.1.1,60.062152313005356,2025-11-13 20h43.27.408791 +0530,
0.1,1000,exp,87,3,7,space,0.33270480000646785,None,3,1,[1.9180089000001317],[1.9180335999990348],7,3,87,3,404.421331000005,,404.4086415000056,404.421331000005,405.42044570000144,405.42044570000144,405.42044570000144,405.75445759999275,space,0.33270480000646785,None,405.7554831000016,405.8540370666635,406.1686375999998,406.1569182999956,406.15769209999416,406.1686375999998,406.1686375999998,406.1686375999998,408.0871366999927,3,1,[1.9180089000001317],[1.9180335999990348],MMM,001,2025-11-13_20h43.13.729,intentional binding,,2025.1.1,60.062152313005356,2025-11-13 20h43.27.408791 +0530,
0.4,1000,exp,88,4,7,space,0.5447505999909481,None,3,1,[1.4055479999951785],[1.4056005999882473],7,4,88,4,408.1018883999932,,408.0876397999964,408.1018883999932,409.1008421000006,409.1008421000006,409.1173340999958,409.6508271000057,space,0.5447505999909481,None,409.6513069999928,410.05029996666804,410.36056060000556,410.35050509999564,410.3508851999941,410.36056060000556,410.36056060000556,410.36056060000556,411.7665882000001,3,1,[1.4055479999951785],[1.4056005999882473],MMM,001,2025-11-13_20h43.13.729,intentional binding,,2025.1.1,60.062152313005356,2025-11-13 20h43.27.408791 +0530,
0.7,1000,exp,89,5,7,space,0.3717439000029117,None,6,1,[1.2250154999928782],[1.2250323999905959],7,5,89,5,411.78227149999293,,411.76699180000287,411.78227149999293,412.781505299994,412.781505299994,412.781505299994,413.1651644999947,space,0.3717439000029117,None,413.16603439999744,413.8802599666708,414.1898794000008,414.17787529999623,414.17854019999504,414.1898794000008,414.1898794000008,414.1898794000008,415.415327900002,6,1,[1.2250154999928782],[1.2250323999905959],MMM,001,2025-11-13_20h43.13.729,intentional binding,,2025.1.1,60.062152313005356,2025-11-13 20h43.27.408791 +0530,
0.1,1000,exp,90,6,7,space,0.6343963999970583,None,2,1,[1.7549225999973714],[1.7549404000019422],7,6,90,6,415.42890479999187,,415.415699899997,415.42890479999187,416.42844940000214,416.42844940000214,416.42844940000214,417.07839510000485,space,0.6343963999970583,None,417.07924849999836,417.1776861666624,417.4911687999993,417.47410059999675,417.4784748999955,417.4911687999993,417.4911687999993,417.4911687999993,419.24653590000526,2,1,[1.7549225999973714],[1.7549404000019422],MMM,001,2025-11-13_20h43.13.729,intentional binding,,2025.1.1,60.062152313005356,2025-11-13 20h43.27.408791 +0530,
0.4,1000,exp,91,7,7,space,0.3576203999982681,None,4,1,[1.6395317999995314],[1.6395441000058781],7,7,91,7,419.2595552999992,,419.2468197999988,419.2595552999992,420.25841399999626,420.25841399999626,420.27492539999366,420.6252042999986,space,0.3576203999982681,None,420.62616960000014,421.0411469666617,421.3526649999985,421.3366892000049,421.33746090000204,421.3526649999985,421.3526649999985,421.3526649999985,422.9925423999957,4,1,[1.6395317999995314],[1.6395441000058781],MMM,001,2025-11-13_20h43.13.729,intentional binding,,2025.1.1,60.062152313005356,2025-11-13 20h43.27.408791 +0530,
0.7,1000,exp,92,8,7,space,0.27745530000538565,None,5,1,[1.0787146000075154],[1.0787768000009237],7,8,92,8,423.00628519999736,,422.99283230000583,423.00628519999736,424.0052285999991,424.0052285999991,424.0052285999991,424.28927680000197,space,0.27745530000538565,None,424.2903348999971,425.0044706666706,425.31136289999995,425.3005755000049,425.3010456000047,425.31136289999995,425.31136289999995,425.31136289999995,426.3907074000017,5,1,[1.0787146000075154],[1.0787768000009237],MMM,001,2025-11-13_20h43.13.729,intentional binding,,2025.1.1,60.062152313005356,2025-11-13 20h43.27.408791 +0530,
0.1,1000,exp,93,9,7,space,0.44959899999958,None,4,1,[3.069254499991075],[3.0692684999958146],7,9,93,9,426.4034384999977,,426.3912842999998,426.4034384999977,427.4029825000034,427.4029825000034,427.4029825000034,427.86968059999344,space,0.44959899999958,None,427.8706710999977,427.96882646666586,428.28066400000534,428.2692420999956,428.27101830000174,428.28066400000534,428.28066400000534,428.28066400000534,431.35031320000417,4,1,[3.069254499991075],[3.0692684999958146],MMM,001,2025-11-13_20h43.13.729,intentional binding,,2025.1.1,60.062152313005356,2025-11-13 20h43.27.408791 +0530,
0.4,1000,exp,94,10,7,space,0.39532510000572074,None,3,1,[2.1996948000014527],[2.1997039999987464],7,10,94,10,431.3658085000061,,431.35067600000184,431.3658085000061,432.3651245999936,432.3651245999936,432.3651245999936,432.7662657000037,space,0.39532510000572074,None,432.76740929999505,433.1811302666649,433.4964289000054,433.48065759999736,433.4813088999945,433.4964289000054,433.4964289000054,433.4964289000054,435.69639800000004,3,1,[2.1996948000014527],[2.1997039999987464],MMM,001,2025-11-13_20h43.13.729,intentional binding,,2025.1.1,60.062152313005356,2025-11-13 20h43.27.408791 +0530,
0.7,1000,exp,95,11,7,space,0.38399079999362584,None,5,1,[1.0384963000105927],[1.0385111000068719],7,11,95,11,435.7125126000028,,435.6966156999988,435.7125126000028,436.7115257999976,436.7115257999976,436.7115257999976,437.1120646000054,space,0.38399079999362584,None,437.1130814000062,437.8276924666609,438.1420949000021,438.12759210000513,438.1281783000013,438.1420949000021,438.1420949000021,438.1420949000021,439.18090289999964,5,1,[1.0384963000105927],[1.0385111000068719],MMM,001,2025-11-13_20h43.13.729,intentional binding,,2025.1.1,60.062152313005356,2025-11-13 20h43.27.408791 +0530,
0.1,400,unexp,96,0,8,space,0.6955335999955423,None,2,1,[1.9326466000056826],[1.9326578000036534],8,0,96,0,439.19298849999905,,439.18115239999315,439.19298849999905,440.1921883000032,440.1921883000032,440.1921883000032,440.89226350000536,space,0.6955335999955423,None,440.89295150000544,441.0080675666725,441.3239983999956,441.3076288000011,441.309955100005,441.3239983999956,441.3239983999956,441.3239983999956,443.25698950000515,2,1,[1.9326466000056826],[1.9326578000036534],MMM,001,2025-11-13_20h43.13.729,intentional binding,,2025.1.1,60.062152313005356,2025-11-13 20h43.27.408791 +0530,
0.4,400,unexp,97,1,8,space,0.41378780000377446,None,6,1,[1.6186059000028763],[1.6186252000043169],8,1,97,1,443.2729240000044,,443.2573160000029,443.2729240000044,444.2723729999998,444.2723729999998,444.2723729999998,444.68900640000356,space,0.41378780000377446,None,444.6900181999954,445.1046622666656,445.4050079000008,445.39911869999196,445.3994289999973,445.4050079000008,445.4050079000008,445.4050079000008,447.0241195999988,6,1,[1.6186059000028763],[1.6186252000043169],MMM,001,2025-11-13_20h43.13.729,intentional binding,,2025.1.1,60.062152313005356,2025-11-13 20h43.27.408791 +0530,
0.7,400,unexp,98,2,8,space,0.21384329999273177,None,4,1,[0.8245854999986477],[0.8245963999943342],8,2,98,2,447.036277399995,,447.0246114000038,447.036277399995,448.03568369999994,448.03568369999994,448.03568369999994,448.2524349000014,space,0.21384329999273177,None,448.2530972999957,448.9515099666644,449.26038680000056,449.2479655000061,449.2485732000059,449.26038680000056,449.26038680000056,449.26038680000056,450.0854241000052,4,1,[0.8245854999986477],[0.8245963999943342],MMM,001,2025-11-13_20h43.13.729,intentional binding,,2025.1.1,60.062152313005356,2025-11-13 20h43.27.408791 +0530,
0.1,1000,exp,99,3,8,space,0.5304551999870455,None,6,1,[0.8559757999901194],[0.855988499999512],8,3,99,3,450.10020420000365,,450.08569750000606,450.10020420000365,451.09972019999987,451.09972019999987,451.09972019999987,451.63341510000464,space,0.5304551999870455,None,451.6345149999979,451.7325104666709,452.0452529000031,452.0308382999938,452.03313860000344,452.0452529000031,452.0452529000031,452.0452529000031,452.90154799999436,6,1,[0.8559757999901194],[0.855988499999512],MMM,001,2025-11-13_20h43.13.729,intentional binding,,2025.1.1,60.062152313005356,2025-11-13 20h43.27.408791 +0530,
0.4,1000,exp,100,4,8,space,0.49711139999271836,None,44,1,[0.8615940999879967],[0.8616153999901144],8,4,100,4,452.9149749999924,,452.9018250999943,452.9149749999924,453.91394270000455,453.91394270000455,453.9307989999943,454.4142204999953,space,0.49711139999271836,None,454.414712400001,454.8135562666614,455.1197566000046,455.10790400000405,455.10849689999304,455.1197566000046,455.1197566000046,455.1197566000046,455.9820000000036,44,1,[0.8615940999879967],[0.8616153999901144],MMM,001,2025-11-13_20h43.13.729,intentional binding,,2025.1.1,60.062152313005356,2025-11-13 20h43.27.408791 +0530,
0.7,1000,exp,101,5,8,space,1.110273899990716,None,5,1,[1.1154100999992806],[1.1154204000049504],8,5,101,5,455.9953373000026,,455.9824076999939,455.9953373000026,456.99496339999314,456.99496339999314,456.99496339999314,458.1109929999948,space,1.110273899990716,None,458.111627899998,458.8265191666617,459.14388459999464,459.12333590000344,459.12573139999586,459.14388459999464,459.14388459999464,459.14388459999464,460.2596048999985,5,1,[1.1154100999992806],[1.1154204000049504],MMM,001,2025-11-13_20h43.13.729,intentional binding,,2025.1.1,60.062152313005356,2025-11-13 20h43.27.408791 +0530,
0.1,1000,exp,102,6,8,space,0.5716805999982171,None,6,1,[0.8827310999913607],[0.8827430999954231],8,6,102,6,460.27549319999525,,460.25981400000455,460.27549319999525,461.27470399999584,461.27470399999584,461.2914179999934,461.8585655999923,space,0.5716805999982171,None,461.8598054000031,461.9743137666703,462.27555560000474,462.2678719999967,462.26833940000506,462.27555560000474,462.27555560000474,462.27555560000474,463.15880849999667,6,1,[0.8827310999913607],[0.8827430999954231],MMM,001,2025-11-13_20h43.13.729,intentional binding,,2025.1.1,60.062152313005356,2025-11-13 20h43.27.408791 +0530,
0.4,1000,exp,103,7,8,space,1.9096769000025233,None,8,1,[2.3426949999993667],[2.3427066000003833],8,7,103,7,463.17317880000337,,463.15903919999255,463.17317880000337,464.1725546999951,464.1725546999951,464.1725546999951,466.0882905000035,space,1.9096769000025233,None,466.0893020999938,466.5040905666722,466.80946039999253,466.8015985999955,466.8030665999977,466.80946039999253,466.80946039999253,466.80946039999253,469.15263860000414,8,1,[2.3426949999993667],[2.3427066000003833],MMM,001,2025-11-13_20h43.13.729,intentional binding,,2025.1.1,60.062152313005356,2025-11-13 20h43.27.408791 +0530,
0.7,1000,exp,104,8,8,space,0.3532466999895405,None,2,1,[0.9321240999997826],[0.9321326999925077],8,8,104,8,469.168279000005,,469.1529157000041,469.168279000005,470.1673324000003,470.1673324000003,470.18403629999375,470.53438240000105,space,0.3532466999895405,None,470.5353241999983,471.2494827666708,471.5683469999931,471.5503507999965,471.5509982999938,471.5683469999931,471.5683469999931,471.5683469999931,472.50083079999604,2,1,[0.9321240999997826],[0.9321326999925077],MMM,001,2025-11-13_20h43.13.729,intentional binding,,2025.1.1,60.062152313005356,2025-11-13 20h43.27.408791 +0530,
0.1,1000,exp,105,9,8,space,1.2049993999971775,None,2,1,[1.1207332000049064],[1.1207584999938263],8,9,105,9,472.51530460000504,,472.50105910000275,472.51530460000504,473.51476679999905,473.51476679999905,473.51476679999905,474.73120100000233,space,1.2049993999971775,None,474.7322437999974,474.83062006665955,475.145357699992,475.1306010999979,475.1321190000017,475.145357699992,475.145357699992,475.145357699992,476.26663860000554,2,1,[1.1207332000049064],[1.1207584999938263],MMM,001,2025-11-13_20h43.13.729,intentional binding,,2025.1.1,60.062152313005356,2025-11-13 20h43.27.408791 +0530,
0.4,1000,exp,106,10,8,space,0.2650028999923961,None,3,1,[0.7953156000003219],[0.7953319999942323],8,10,106,10,476.2790813000029,,476.2669323000009,476.2790813000029,477.27816220000386,477.27816220000386,477.27816220000386,477.5454191000026,space,0.2650028999923961,None,477.54681820000405,477.9446383666693,478.2497746000008,478.2415895000013,478.2434712999966,478.2497746000008,478.2497746000008,478.2497746000008,479.0457938000036,3,1,[0.7953156000003219],[0.7953319999942323],MMM,001,2025-11-13_20h43.13.729,intentional binding,,2025.1.1,60.062152313005356,2025-11-13 20h43.27.408791 +0530,
0.7,1000,exp,107,11,8,space,1.0738542000035523,None,5,1,[0.5993577000044752],[0.5993705000000773],8,11,107,11,479.0597781999968,,479.0462985000049,479.0597781999968,480.0592622999975,480.0592622999975,480.0592622999975,481.14203099999577,space,1.0738542000035523,None,481.14271420000296,481.8413015666631,482.1594399000023,482.1386488999997,482.1393859999953,482.1594399000023,482.1594399000023,482.1594399000023,482.7591446000006,5,1,[0.5993577000044752],[0.5993705000000773],MMM,001,2025-11-13_20h43.13.729,intentional binding,,2025.1.1,60.062152313005356,2025-11-13 20h43.27.408791 +0530,
0.1,400,unexp,108,0,9,space,0.5831636999937473,None,2,1,[1.097227500009467],[1.0972424000065075],9,0,108,0,482.7734410999983,,482.75943999999436,482.7734410999983,483.772466800001,483.772466800001,483.772466800001,484.3561667000031,space,0.5831636999937473,None,484.35671629999706,484.455655966671,484.7584358000022,484.7500588999974,484.75045829999726,484.7584358000022,484.7584358000022,484.7584358000022,485.85613349999767,2,1,[1.097227500009467],[1.0972424000065075],MMM,001,2025-11-13_20h43.13.729,intentional binding,,2025.1.1,60.062152313005356,2025-11-13 20h43.27.408791 +0530,
0.4,400,unexp,109,1,9,space,0.29240459999709856,None,3,1,[1.0420251000032295],[1.0420349999913014],9,1,109,1,485.8709572999942,,485.8564714999957,485.8709572999942,486.8702262000006,486.8702262000006,486.8702262000006,487.17038409999805,space,0.29240459999709856,None,487.17133959999774,487.56985276667206,487.8772883999918,487.8682063000015,487.8687491000019,487.8772883999918,487.8772883999918,487.8772883999918,488.9195832999976,3,1,[1.0420251000032295],[1.0420349999913014],MMM,001,2025-11-13_20h43.13.729,intentional binding,,2025.1.1,60.062152313005356,2025-11-13 20h43.27.408791 +0530,
0.7,400,unexp,110,2,9,space,0.49031559999275487,None,3,1,[0.9722222999989754],[0.9722318999993149],9,2,110,2,488.93526679999195,,488.91982909999206,488.93526679999195,489.9340968000033,489.9340968000033,489.95080130000133,490.43526589999965,space,0.49031559999275487,None,490.43660230000387,491.1503518666616,491.4619672999979,491.4473405000026,491.4479367000022,491.4619672999979,491.4619672999979,491.4619672999979,492.43456239999796,3,1,[0.9722222999989754],[0.9722318999993149],MMM,001,2025-11-13_20h43.13.729,intentional binding,,2025.1.1,60.062152313005356,2025-11-13 20h43.27.408791 +0530,
0.1,1000,exp,111,3,9,space,0.5058646999968914,None,5,1,[1.441176299995277],[1.4411929000052623],9,3,111,3,492.4489007999946,,492.4348969999992,492.4489007999946,493.4481431000022,493.4481431000022,493.4481431000022,493.9648173000023,space,0.5058646999968914,None,493.9656685999944,494.0642294666652,494.37486880000506,494.3596072999935,494.3601920999936,494.37486880000506,494.37486880000506,494.37486880000506,495.8166283000028,5,1,[1.441176299995277],[1.4411929000052623],MMM,001,2025-11-13_20h43.13.729,intentional binding,,2025.1.1,60.062152313005356,2025-11-13 20h43.27.408791 +0530,
0.4,1000,exp,112,4,9,space,0.9650077999976929,None,2,1,[1.2109758000005968],[1.210988599996199],9,4,112,4,495.82936170000175,,495.81701559999783,495.82936170000175,496.82863329999964,496.82863329999964,496.82863329999964,497.7949513000058,space,0.9650077999976929,None,497.7957116000034,498.19422846666225,498.49915180000244,498.49177219999547,498.49220310000237,498.49915180000244,498.49915180000244,498.49915180000244,499.71046970000316,2,1,[1.2109758000005968],[1.210988599996199],MMM,001,2025-11-13_20h43.13.729,intentional binding,,2025.1.1,60.062152313005356,2025-11-13 20h43.27.408791 +0530,
0.7,1000,exp,113,5,9,space,0.699745999998413,None,1,1,[1.3414755999983754],[1.3414856000017608],9,5,113,5,499.7262183999992,,499.71076420000463,499.7262183999992,500.72552550000546,500.72552550000546,500.72552550000546,501.44209650000266,space,0.699745999998413,None,501.4428878000035,502.1412949666594,502.44868159999896,502.44127789999766,502.44177799999306,502.44868159999896,502.44868159999896,502.44868159999896,503.79044490000524,1,1,[1.3414755999983754],[1.3414856000017608],MMM,001,2025-11-13_20h43.13.729,intentional binding,,2025.1.1,60.062152313005356,2025-11-13 20h43.27.408791 +0530,
0.1,1000,exp,114,6,9,space,0.3909453000087524,None,3,1,[1.5408498000033433],[1.540864499998861],9,6,114,6,503.80626899999334,,503.79073439999775,503.80626899999334,504.8055228000012,504.8055228000012,504.8055228000012,505.2057522999967,space,0.3909453000087524,None,505.20651519999956,505.3051411666713,505.6140688000014,505.59755869999935,505.5991718000005,505.6140688000014,505.6140688000014,505.6140688000014,507.15536760000396,3,1,[1.5408498000033433],[1.540864499998861],MMM,001,2025-11-13_20h43.13.729,intentional binding,,2025.1.1,60.062152313005356,2025-11-13 20h43.27.408791 +0530,
0.4,1000,exp,115,7,9,space,0.7394856000028085,None,6 ,1,[2.4226023999945028],[2.422622499987483],9,7,115,7,507.1704274999938,,507.155666000006,507.1704274999938,508.1693978999974,508.1693978999974,508.1693978999974,508.91905110000516,space,0.7394856000028085,None,508.9196054000058,509.3181987666651,509.6301575999969,509.6182817999943,509.6198712000041,509.6301575999969,509.6301575999969,509.6301575999969,512.053473299995,6 ,1,[2.4226023999945028],[2.422622499987483],MMM,001,2025-11-13_20h43.13.729,intentional binding,,2025.1.1,60.062152313005356,2025-11-13 20h43.27.408791 +0530,
0.7,1000,exp,116,8,9,space,0.7508023999980651,None,3  ,1,[3.771587700000964],[3.771600899999612],9,8,116,8,512.0664948000049,,512.0542252000014,512.0664948000049,513.0660325000063,513.0660325000063,513.0821578000032,513.8317650999961,space,0.7508023999980651,None,513.8324588999967,514.5308194666616,514.8416873999959,514.8312299999961,514.8328538999922,514.8416873999959,514.8416873999959,514.8416873999959,518.6138204000017,3  ,1,[3.771587700000964],[3.771600899999612],MMM,001,2025-11-13_20h43.13.729,intentional binding,,2025.1.1,60.062152313005356,2025-11-13 20h43.27.408791 +0530,
0.1,1000,exp,117,9,9,space,0.4376976000057766,None,3,1,[1.195027800000389],[1.1950480999948923],9,9,117,9,518.6277073999954,,518.614170899993,518.6277073999954,519.6267130000051,519.6267130000051,519.6432084999979,520.0768080999987,space,0.4376976000057766,None,520.0778128999955,520.176100566667,520.4836266000057,520.4731032999989,520.4768609000021,520.4836266000057,520.4836266000057,520.4836266000057,521.6791823999956,3,1,[1.195027800000389],[1.1950480999948923],MMM,001,2025-11-13_20h43.13.729,intentional binding,,2025.1.1,60.062152313005356,2025-11-13 20h43.27.408791 +0530,
0.4,1000,exp,118,10,9,space,0.43385860000853427,None,4,1,[1.6605248999985633],[1.6605451999930665],9,10,118,10,521.6915108999965,,521.6795943000034,521.6915108999965,522.6909921000042,522.6909921000042,522.6909921000042,523.1413918000035,space,0.43385860000853427,None,523.1425001000025,523.5567982666728,523.8636139000009,523.853486699998,523.8539750000054,523.8636139000009,523.8636139000009,523.8636139000009,525.5246568000002,4,1,[1.6605248999985633],[1.6605451999930665],MMM,001,2025-11-13_20h43.13.729,intentional binding,,2025.1.1,60.062152313005356,2025-11-13 20h43.27.408791 +0530,
0.7,1000,exp,119,11,9,space,0.636718199995812,None,67,1,[1.2755949000129476],[1.2756127000029664],9,11,119,11,525.538297799998,,525.5250882999972,525.538297799998,526.5378644000011,526.5378644000011,526.5378644000011,527.187883999999,space,0.636718199995812,None,527.1888811999961,527.9033607666681,528.211518199998,528.2005016000039,528.201744799997,528.211518199998,528.211518199998,528.211518199998,529.4875444000063,67,1,[1.2755949000129476],[1.2756127000029664],MMM,001,2025-11-13_20h43.13.729,intentional binding,,2025.1.1,60.062152313005356,2025-11-13 20h43.27.408791 +0530,
0.1,400,unexp,120,0,10,space,1.3468847000040114,None,5,1,[1.3746683000063058],[1.374677800005884],10,0,120,0,529.5017342999927,,529.4878160999942,529.5017342999927,530.5010154000047,530.5010154000047,530.5010154000047,531.8502636000048,space,1.3468847000040114,None,531.8512384999922,531.9497053666603,532.2582006000011,532.2472912999947,532.2492990000028,532.2582006000011,532.2582006000011,532.2582006000011,533.6333780999994,5,1,[1.3746683000063058],[1.374677800005884],MMM,001,2025-11-13_20h43.13.729,intentional binding,,2025.1.1,60.062152313005356,2025-11-13 20h43.27.408791 +0530,
0.4,400,unexp,121,1,10,space,0.42510379999293946,None,8 ,1,[1.2253647000034107],[1.2253825000079814],10,1,121,1,533.6483802000002,,533.6336538000032,533.6483802000002,534.6479441999982,534.6479441999982,534.6479441999982,535.0809679999948,space,0.42510379999293946,None,535.0814835000056,535.4965401666598,535.8058518000034,535.7908217999939,535.7914244999993,535.8058518000034,535.8058518000034,535.8058518000034,537.0317093000049,8 ,1,[1.2253647000034107],[1.2253825000079814],MMM,001,2025-11-13_20h43.13.729,intentional binding,,2025.1.1,60.062152313005356,2025-11-13 20h43.27.408791 +0530,
0.7,400,unexp,122,2,10,space,0.2627353999996558,None,8,1,[0.7686085000023013],[0.7686192999972263],10,2,122,2,537.0456092999957,,537.0321766999987,537.0456092999957,538.0448187000002,538.0448187000002,538.0448187000002,538.3117816000013,space,0.2627353999996558,None,538.3127161000011,539.0110246666629,539.3251951999991,539.3079605999956,539.3100806000002,539.3251951999991,539.3251951999991,539.3251951999991,540.0941376999981,8,1,[0.7686085000023013],[0.7686192999972263],MMM,001,2025-11-13_20h43.13.729,intentional binding,,2025.1.1,60.062152313005356,2025-11-13 20h43.27.408791 +0530,
0.1,1000,exp,123,3,10,space,0.2851217999996152,None,6 ,1,[1.5710038000106579],[1.5710153999971226],10,3,123,3,540.1098690999934,,540.094431599995,540.1098690999934,541.1089592000062,541.1089592000062,541.1254442000063,541.4085048999987,space,0.2851217999996152,None,541.4088865999947,541.5081541666625,541.8197550000041,541.8087503999996,541.8093659000006,541.8197550000041,541.8197550000041,541.8197550000041,543.3911813000013,6 ,1,[1.5710038000106579],[1.5710153999971226],MMM,001,2025-11-13_20h43.13.729,intentional binding,,2025.1.1,60.062152313005356,2025-11-13 20h43.27.408791 +0530,
0.4,1000,exp,124,4,10,space,0.2464170000021113,None,5,1,[1.0145348999940325],[1.01455839999835],10,4,124,4,543.4074247999961,,543.3914866999985,543.4074247999961,544.4065034999949,544.4065034999949,544.4229609000031,544.6571354000043,space,0.2464170000021113,None,544.6581996000023,545.0721281666667,545.3776037999924,545.3684931000025,545.3688263999938,545.3776037999924,545.3776037999924,545.3776037999924,546.3926810999983,5,1,[1.0145348999940325],[1.01455839999835],MMM,001,2025-11-13_20h43.13.729,intentional binding,,2025.1.1,60.062152313005356,2025-11-13 20h43.27.408791 +0530,
0.7,1000,exp,125,5,10,space,0.42351169999164995,None,4,1,[1.032176900000195],[1.0321901999996044],10,5,125,5,546.4044914999977,,546.3930116999982,546.4044914999977,547.4036825999938,547.4036825999938,547.4036825999938,547.8370664999966,space,0.42351169999164995,None,547.8377973000024,548.5363475666711,548.8537157999963,548.8391087000055,548.8397379999951,548.8537157999963,548.8537157999963,548.8537157999963,549.8863715000043,4,1,[1.032176900000195],[1.0321901999996044],MMM,001,2025-11-13_20h43.13.729,intentional binding,,2025.1.1,60.062152313005356,2025-11-13 20h43.27.408791 +0530,
0.1,1000,exp,126,6,10,space,0.5325166000111494,None,3,1,[1.5707034999941243],[1.5707238000031793],10,6,126,6,549.9018682000024,,549.8867062999925,549.9018682000024,550.9011681999982,550.9011681999982,550.9011681999982,551.451286800002,space,0.5325166000111494,None,551.4523112000024,551.5504837666706,551.8630754000042,551.8491942999972,551.8498118999996,551.8630754000042,551.8630754000042,551.8630754000042,553.4343272999977,3,1,[1.5707034999941243],[1.5707238000031793],MMM,001,2025-11-13_20h43.13.729,intentional binding,,2025.1.1,60.062152313005356,2025-11-13 20h43.27.408791 +0530,
