thisN,thisTrialN,thisRepN,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,num_distr,trial.started,fixation.started,target.started,mouse.started,trial.stopped,trials.mouse.x,trials.mouse.y,trials.mouse.leftButton,trials.mouse.midButton,trials.mouse.rightButton,trials.mouse.time,trials.mouse.clicked_name,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
186,0,186,[np.float64(-0.03796296296296296)],[np.float64(-0.2722222222222222)],[1],[0],[0],[1.161381799960509],['target'],186,0,186,0,407.5729275000049,,10,407.5589648000314,407.5729275000049,407.5729275000049,0.021671100053936243,408.7204700000002,[np.float64(-0.03796296296296296)],[np.float64(-0.2722222222222222)],[1],[0],[0],[1.161381799960509],['target'],RIM,001,2025-09-30_18h31.43.714,Visual search experiment,,2025.1.1,60.0761164386321,2025-09-30 18h31.55.390128 +0530,
187,0,187,[np.float64(-0.2861111111111111)],[np.float64(-0.09722222222222222)],[1],[0],[0],[1.3022644000011496],['target'],187,0,187,0,408.74024870002177,,5,408.73323850001907,408.74024870002177,408.74024870002177,0.012377200007904321,410.03566480003064,[np.float64(-0.2861111111111111)],[np.float64(-0.09722222222222222)],[1],[0],[0],[1.3022644000011496],['target'],RIM,001,2025-09-30_18h31.43.714,Visual search experiment,,2025.1.1,60.0761164386321,2025-09-30 18h31.55.390128 +0530,
188,0,188,[np.float64(-0.40925925925925927)],[np.float64(0.22314814814814815)],[1],[0],[0],[1.9528296000207774],['target'],188,0,188,0,410.081740499998,,10,410.0623309999937,410.081740499998,410.081740499998,0.026239699975121766,412.01525200001197,[np.float64(-0.40925925925925927)],[np.float64(0.22314814814814815)],[1],[0],[0],[1.9528296000207774],['target'],RIM,001,2025-09-30_18h31.43.714,Visual search experiment,,2025.1.1,60.0761164386321,2025-09-30 18h31.55.390128 +0530,
189,0,189,[np.float64(-0.362962962962963)],[np.float64(0.16296296296296298)],[1],[0],[0],[0.6162564000114799],[None],189,0,189,0,412.0401020999998,,5,412.0319498000317,412.0401020999998,412.0401020999998,0.016511900001205504,412.6482819999801,[np.float64(-0.362962962962963)],[np.float64(0.16296296296296298)],[1],[0],[0],[0.6162564000114799],[None],RIM,001,2025-09-30_18h31.43.714,Visual search experiment,,2025.1.1,60.0761164386321,2025-09-30 18h31.55.390128 +0530,
190,0,190,[np.float64(-0.19444444444444445)],[np.float64(-0.08055555555555556)],[1],[0],[0],[0.9189332000096329],[None],190,0,190,0,412.6923922999995,,10,412.67654439999023,412.6923922999995,412.6923922999995,0.028133000014349818,413.5955975999823,[np.float64(-0.19444444444444445)],[np.float64(-0.08055555555555556)],[1],[0],[0],[0.9189332000096329],[None],RIM,001,2025-09-30_18h31.43.714,Visual search experiment,,2025.1.1,60.0761164386321,2025-09-30 18h31.55.390128 +0530,
191,0,191,[np.float64(0.41759259259259257)],[np.float64(0.2935185185185185)],[1],[0],[0],[1.8459375000093132],['target'],191,0,191,0,413.61164960003225,,5,413.60536669997964,413.61164960003225,413.61164960003225,0.009549600013997406,415.4514861999778,[np.float64(0.41759259259259257)],[np.float64(0.2935185185185185)],[1],[0],[0],[1.8459375000093132],['target'],RIM,001,2025-09-30_18h31.43.714,Visual search experiment,,2025.1.1,60.0761164386321,2025-09-30 18h31.55.390128 +0530,
192,0,192,[np.float64(0.35185185185185186)],[np.float64(-0.3398148148148148)],[1],[0],[0],[1.7913409000029787],['target'],192,0,192,0,415.4867754000006,,5,415.4709830000065,415.4867754000006,415.4867754000006,0.019152500026393682,417.26241359999403,[np.float64(0.35185185185185186)],[np.float64(-0.3398148148148148)],[1],[0],[0],[1.7913409000029787],['target'],RIM,001,2025-09-30_18h31.43.714,Visual search experiment,,2025.1.1,60.0761164386321,2025-09-30 18h31.55.390128 +0530,
193,0,193,[np.float64(-0.44814814814814813)],[np.float64(0.25092592592592594)],[1],[0],[0],[1.8518451999989338],['target'],193,0,193,0,417.2842204000335,,5,417.27635739999823,417.2842204000335,417.2842204000335,0.01379080000333488,419.12838120001834,[np.float64(-0.44814814814814813)],[np.float64(0.25092592592592594)],[1],[0],[0],[1.8518451999989338],['target'],RIM,001,2025-09-30_18h31.43.714,Visual search experiment,,2025.1.1,60.0761164386321,2025-09-30 18h31.55.390128 +0530,
194,0,194,[np.float64(0.3592592592592593)],[np.float64(0.3574074074074074)],[1],[0],[0],[1.360240200010594],['target'],194,0,194,0,419.1547589999973,,5,419.1463749000104,419.1547589999973,419.1547589999973,0.017639099969528615,420.5066831000149,[np.float64(0.3592592592592593)],[np.float64(0.3574074074074074)],[1],[0],[0],[1.360240200010594],['target'],RIM,001,2025-09-30_18h31.43.714,Visual search experiment,,2025.1.1,60.0761164386321,2025-09-30 18h31.55.390128 +0530,
195,0,195,[np.float64(-0.11481481481481481)],[np.float64(-0.4083333333333333)],[1],[0],[0],[2.098511599993799],['target'],195,0,195,0,420.53295949997846,,10,420.5245488000219,420.53295949997846,420.53295949997846,0.017768300021998584,422.62317510001594,[np.float64(-0.11481481481481481)],[np.float64(-0.4083333333333333)],[1],[0],[0],[2.098511599993799],['target'],RIM,001,2025-09-30_18h31.43.714,Visual search experiment,,2025.1.1,60.0761164386321,2025-09-30 18h31.55.390128 +0530,
196,0,196,[np.float64(-0.3435185185185185)],[np.float64(-0.012037037037037037)],[1],[0],[0],[1.248685700003989],['target'],196,0,196,0,422.64847309998004,,5,422.6402742000064,422.64847309998004,422.64847309998004,0.016922500042710453,423.8890958999982,[np.float64(-0.3435185185185185)],[np.float64(-0.012037037037037037)],[1],[0],[0],[1.248685700003989],['target'],RIM,001,2025-09-30_18h31.43.714,Visual search experiment,,2025.1.1,60.0761164386321,2025-09-30 18h31.55.390128 +0530,
197,0,197,[np.float64(-0.4722222222222222)],[np.float64(-0.32314814814814813)],[1],[0],[0],[2.5286021000356413],[None],197,0,197,0,423.93681109999306,,10,423.9246886000037,423.93681109999306,423.93681109999306,0.03543079999508336,426.453408100002,[np.float64(-0.4722222222222222)],[np.float64(-0.32314814814814813)],[1],[0],[0],[2.5286021000356413],[None],RIM,001,2025-09-30_18h31.43.714,Visual search experiment,,2025.1.1,60.0761164386321,2025-09-30 18h31.55.390128 +0530,
198,0,198,[np.float64(-0.07222222222222222)],[np.float64(-0.006481481481481481)],[1],[0],[0],[2.0805930999922566],['target'],198,0,198,0,426.4977377000032,,10,426.4874773999909,426.4977377000032,426.4977377000032,0.03375969995977357,428.5681504000095,[np.float64(-0.07222222222222222)],[np.float64(-0.006481481481481481)],[1],[0],[0],[2.0805930999922566],['target'],RIM,001,2025-09-30_18h31.43.714,Visual search experiment,,2025.1.1,60.0761164386321,2025-09-30 18h31.55.390128 +0530,
199,0,199,[np.float64(0.012962962962962963)],[np.float64(-0.2574074074074074)],[1],[0],[0],[1.7351600999827497],['target'],199,0,199,0,428.5900360000087,,5,428.5835761000053,428.5900360000087,428.5900360000087,0.01525019999826327,430.31884590000845,[np.float64(0.012962962962962963)],[np.float64(-0.2574074074074074)],[1],[0],[0],[1.7351600999827497],['target'],RIM,001,2025-09-30_18h31.43.714,Visual search experiment,,2025.1.1,60.0761164386321,2025-09-30 18h31.55.390128 +0530,
